customer_id,email,first_name,last_name,signup_date,country,gender,birth_year,loyalty_tier
C00918,jordan.lee918@example.com,Jordan,Lee,2022-11-03,United States,F,2001,Bronze
C00919,casey.khan919@example.com,Casey,Khan,2022-12-04,France,Other,1965,Bronze
C00920,cameron.singh920@example.com,Cameron,Singh,2024-08-10,United Kingdom,Other,1977,Bronze
C00921,avery.khan921@example.com,Avery,Khan,2025-04-14,United States,Other,1976,Bronze
C00922,avery.wilson922@example.com,Avery,Wilson,2022-09-30,United States,Other,1959,Bronze
C00923,avery.smith923@example.com,Avery,Smith,2023-09-12,Brazil,Other,1965,Gold
C00924,jamie.nguyen924@example.com,Jamie,Nguyen,2024-05-11,India,M,1969,Bronze
C00925,chris.lee925@example.com,Chris,Lee,2024-07-19,United States,F,1987,Bronze
C00926,pat.johnson926@example.com,Pat,Johnson,2023-12-25,Australia,F,1970,Bronze
C00927,riley.lee927@example.com,Riley,Lee,2024-12-25,France,F,1989,Bronze
C00928,pat.patel928@example.com,Pat,Patel,2024-07-24,Australia,M,1982,Silver
C00929,riley.patel929@example.com,Riley,Patel,2024-12-06,United Kingdom,F,1993,Bronze
C00930,jordan.smith930@example.com,Jordan,Smith,2023-03-30,United Kingdom,Other,1963,Silver
C00931,cameron.nguyen931@example.com,Cameron,Nguyen,2022-05-04,India,M,1955,Silver
C00932,robin.singh932@example.com,Robin,Singh,2024-08-25,United Kingdom,F,1977,Bronze
C00933,pat.kumar933@example.com,Pat,Kumar,2023-10-02,United Kingdom,M,1957,Bronze
C00934,robin.patel934@example.com,Robin,Patel,2023-05-31,United States,M,1979,Bronze
C00935,blake.khan935@example.com,Blake,Khan,2022-05-23,United States,Other,1975,Silver
C00936,sam.singh936@example.com,Sam,Singh,2022-08-15,United States,Other,2000,Bronze
C00937,robin.smith937@example.com,Robin,Smith,2023-04-05,Brazil,Other,1971,Bronze
C00938,taylor.smith938@example.com,Taylor,Smith,2023-07-05,Canada,Other,1963,Bronze
C00939,jamie.nguyen939@example.com,Jamie,Nguyen,2024-04-24,Brazil,M,1969,Bronze
C00940,blake.kumar940@example.com,Blake,Kumar,2022-07-29,Canada,M,1987,Gold
C00941,jamie.khan941@example.com,Jamie,Khan,2023-10-08,India,Other,1981,Bronze
C00942,alex.nguyen942@example.com,Alex,Nguyen,2023-02-11,United States,Other,1981,Gold
C00943,robin.johnson943@example.com,Robin,Johnson,2024-06-06,Germany,M,2000,Bronze
C00944,jordan.patel944@example.com,Jordan,Patel,2023-07-04,France,M,1968,Silver
C00945,cameron.singh945@example.com,Cameron,Singh,2023-09-04,India,M,1962,Bronze
C00946,drew.lopez946@example.com,Drew,Lopez,2023-12-03,United States,M,1989,Bronze
C00947,alex.nguyen947@example.com,Alex,Nguyen,2023-08-19,United States,F,2003,Gold
C00948,morgan.lopez948@example.com,Morgan,Lopez,2022-10-08,France,M,1994,Gold
C00949,robin.martin949@example.com,Robin,Martin,2024-05-05,United States,Other,1968,Gold
C00950,avery.wilson950@example.com,Avery,Wilson,2022-06-03,Brazil,Other,1992,Bronze
C00951,riley.johnson951@example.com,Riley,Johnson,2023-10-24,India,Other,2002,Bronze
C00952,robin.chen952@example.com,Robin,Chen,2022-03-24,United States,M,2000,Bronze
C00953,casey.garcia953@example.com,Casey,Garcia,2024-08-04,United Kingdom,F,1957,Gold
C00954,drew.lopez954@example.com,Drew,Lopez,2025-07-22,France,M,1963,Bronze
C00955,jamie.johnson955@example.com,Jamie,Johnson,2022-10-11,United States,F,1974,Bronze
C00956,taylor.johnson956@example.com,Taylor,Johnson,2022-06-22,United States,Other,1961,Bronze
C00957,avery.lee957@example.com,Avery,Lee,2024-12-22,Australia,F,1963,Bronze
C00958,cameron.lee958@example.com,Cameron,Lee,2024-02-02,India,M,1973,Bronze
C00959,riley.johnson959@example.com,Riley,Johnson,2024-07-31,Australia,M,1968,Bronze
C00960,alex.johnson960@example.com,Alex,Johnson,2025-02-17,Canada,Other,1992,Bronze
C00961,casey.smith961@example.com,Casey,Smith,2023-11-07,France,M,1994,Bronze
C00962,chris.johnson962@example.com,Chris,Johnson,2023-04-10,India,Other,1984,Bronze
C00963,robin.smith963@example.com,Robin,Smith,2022-09-22,Brazil,F,1987,Silver
C00964,sam.brown964@example.com,Sam,Brown,2024-03-30,India,F,1979,Platinum
C00965,jordan.brown965@example.com,Jordan,Brown,2025-05-11,Brazil,Other,1989,Silver
C00966,avery.kumar966@example.com,Avery,Kumar,2024-09-27,United States,F,1968,Silver
C00967,jordan.singh967@example.com,Jordan,Singh,2022-08-10,Australia,Other,1995,Gold
C00968,riley.lee968@example.com,Riley,Lee,2022-03-09,United States,M,1982,Bronze
C00969,alex.brown969@example.com,Alex,Brown,2023-05-29,India,Other,1995,Gold
C00970,morgan.chen970@example.com,Morgan,Chen,2025-02-24,United States,F,1970,Bronze
C00971,blake.patel971@example.com,Blake,Patel,2023-04-22,Canada,Other,2003,Gold
C00972,casey.kumar972@example.com,Casey,Kumar,2023-03-08,United States,M,1984,Bronze
C00973,blake.patel973@example.com,Blake,Patel,2022-09-25,India,Other,1989,Bronze
C00974,robin.garcia974@example.com,Robin,Garcia,2024-02-18,India,M,2000,Bronze
C00975,cameron.khan975@example.com,Cameron,Khan,2023-10-23,India,F,1959,Gold
C00976,drew.kumar976@example.com,Drew,Kumar,2025-08-20,India,Other,1974,Bronze
C00977,blake.kumar977@example.com,Blake,Kumar,2024-10-09,Brazil,F,1963,Bronze
C00978,jordan.wilson978@example.com,Jordan,Wilson,2024-11-24,India,M,1971,Bronze
C00979,chris.patel979@example.com,Chris,Patel,2023-04-27,Brazil,M,1978,Bronze
C00980,alex.singh980@example.com,Alex,Singh,2023-04-25,Germany,Other,1955,Bronze
C00981,sam.khan981@example.com,Sam,Khan,2024-10-28,United States,Other,1999,Silver
C00982,drew.martin982@example.com,Drew,Martin,2022-12-09,India,F,2001,Bronze
C00983,robin.patel983@example.com,Robin,Patel,2022-11-28,United Kingdom,F,1966,Gold
C00984,riley.martin984@example.com,Riley,Martin,2022-06-23,Canada,F,2001,Platinum
C00985,drew.brown985@example.com,Drew,Brown,2023-06-11,India,F,1995,Silver
C00986,jordan.martin986@example.com,Jordan,Martin,2023-10-21,Canada,F,1980,Bronze
C00987,riley.martin987@example.com,Riley,Martin,2024-03-30,Brazil,M,1983,Bronze
C00988,avery.chen988@example.com,Avery,Chen,2023-02-10,Australia,F,1994,Silver
C00989,drew.singh989@example.com,Drew,Singh,2023-06-17,France,Other,1992,Bronze
C00990,morgan.kumar990@example.com,Morgan,Kumar,2023-05-20,United Kingdom,Other,1983,Bronze
C00991,robin.singh991@example.com,Robin,Singh,2022-06-28,United States,Other,1958,Bronze
C00992,alex.kumar992@example.com,Alex,Kumar,2022-12-14,United States,Other,1982,Bronze
C00993,morgan.lee993@example.com,Morgan,Lee,2024-02-11,United States,M,1976,Bronze
C00994,riley.smith994@example.com,Riley,Smith,2022-03-17,Germany,F,1999,Gold
C00995,riley.nguyen995@example.com,Riley,Nguyen,2023-08-02,India,Other,1976,Silver
C00996,alex.kumar996@example.com,Alex,Kumar,2022-07-13,Brazil,F,1978,Silver
C00997,alex.brown997@example.com,Alex,Brown,2025-03-31,Brazil,Other,1981,Gold
C00998,chris.brown998@example.com,Chris,Brown,2024-08-08,United States,Other,1995,Bronze
C00999,cameron.brown999@example.com,Cameron,Brown,2025-01-15,Canada,F,1992,Silver
C01000,taylor.nguyen1000@example.com,Taylor,Nguyen,2025-07-09,United States,F,1976,Bronze
C01001,drew.garcia1001@example.com,Drew,Garcia,2023-07-27,United Kingdom,Other,1966,Bronze
C01002,taylor.khan1002@example.com,Taylor,Khan,2022-09-19,United States,M,1980,Silver
C01003,casey.wilson1003@example.com,Casey,Wilson,2022-10-10,Germany,Other,1962,Bronze
C01004,pat.martin1004@example.com,Pat,Martin,2022-12-28,France,Other,1955,Bronze
C01005,taylor.lopez1005@example.com,Taylor,Lopez,2023-03-17,France,F,1983,Bronze
C01006,jordan.garcia1006@example.com,Jordan,Garcia,2024-01-23,India,Other,1989,Bronze
C01007,chris.martin1007@example.com,Chris,Martin,2022-05-22,France,F,1989,Silver
C01008,blake.khan1008@example.com,Blake,Khan,2024-01-19,Brazil,Other,1974,Bronze
C01009,jamie.garcia1009@example.com,Jamie,Garcia,2023-10-15,Canada,F,1992,Silver
C01010,drew.lopez1010@example.com,Drew,Lopez,2022-02-18,Australia,M,2000,Gold
C01011,jamie.lee1011@example.com,Jamie,Lee,2024-05-30,United Kingdom,M,1962,Bronze
C01012,robin.singh1012@example.com,Robin,Singh,2023-07-09,United States,F,1974,Bronze
C01013,casey.khan1013@example.com,Casey,Khan,2024-06-10,United States,M,1987,Silver
C01014,chris.lee1014@example.com,Chris,Lee,2023-08-25,India,F,1993,Silver
C01015,sam.khan1015@example.com,Sam,Khan,2022-12-07,France,F,2003,Bronze
C01016,taylor.patel1016@example.com,Taylor,Patel,2023-12-05,United Kingdom,Other,1996,Gold
C01017,blake.brown1017@example.com,Blake,Brown,2023-01-17,India,Other,1995,Bronze
C01018,taylor.chen1018@example.com,Taylor,Chen,2024-03-27,United Kingdom,M,1995,Bronze
C01019,avery.patel1019@example.com,Avery,Patel,2024-05-05,United Kingdom,M,1975,Silver
C01020,blake.lee1020@example.com,Blake,Lee,2024-03-29,Australia,Other,1993,Silver
C01021,alex.kumar1021@example.com,Alex,Kumar,2022-07-02,Brazil,F,1995,Gold
C01022,pat.patel1022@example.com,Pat,Patel,2023-02-01,United Kingdom,Other,1965,Gold
C01023,avery.wilson1023@example.com,Avery,Wilson,2024-06-25,India,Other,1967,Platinum
C01024,chris.garcia1024@example.com,Chris,Garcia,2022-05-07,United States,M,2000,Bronze
C01025,casey.kumar1025@example.com,Casey,Kumar,2022-01-01,India,M,1994,Gold
C01026,casey.martin1026@example.com,Casey,Martin,2022-01-19,India,M,1966,Silver
C01027,jamie.lee1027@example.com,Jamie,Lee,2023-08-07,Germany,Other,1962,Bronze
C01028,alex.smith1028@example.com,Alex,Smith,2024-08-14,Australia,M,1999,Bronze
C01029,pat.martin1029@example.com,Pat,Martin,2025-07-15,Canada,Other,2002,Bronze
C01030,chris.brown1030@example.com,Chris,Brown,2025-08-17,United Kingdom,F,1980,Gold
C01031,pat.johnson1031@example.com,Pat,Johnson,2022-04-13,India,Other,1982,Bronze
C01032,drew.martin1032@example.com,Drew,Martin,2025-06-27,United Kingdom,F,1959,Bronze
C01033,jordan.patel1033@example.com,Jordan,Patel,2023-06-04,United States,M,1979,Bronze
C01034,avery.lee1034@example.com,Avery,Lee,2024-05-08,Germany,Other,2000,Silver
C01035,morgan.chen1035@example.com,Morgan,Chen,2024-10-01,India,Other,2001,Bronze
C01036,jordan.lopez1036@example.com,Jordan,Lopez,2023-12-28,Brazil,F,2003,Bronze
C01037,jordan.chen1037@example.com,Jordan,Chen,2024-04-29,Australia,F,1972,Bronze
C01038,drew.lopez1038@example.com,Drew,Lopez,2024-09-16,United Kingdom,Other,1987,Bronze
C01039,alex.garcia1039@example.com,Alex,Garcia,2023-10-01,United States,M,1990,Bronze
C01040,avery.wilson1040@example.com,Avery,Wilson,2023-08-17,India,F,1991,Silver
C01041,cameron.martin1041@example.com,Cameron,Martin,2023-02-16,United Kingdom,Other,1994,Bronze
C01042,blake.kumar1042@example.com,Blake,Kumar,2025-01-12,United Kingdom,M,2003,Bronze
C01043,pat.chen1043@example.com,Pat,Chen,2022-11-28,Australia,Other,1969,Silver
C01044,riley.nguyen1044@example.com,Riley,Nguyen,2022-02-10,Australia,F,1993,Bronze
C01045,pat.martin1045@example.com,Pat,Martin,2024-08-16,Australia,Other,1983,Bronze
C01046,jamie.lee1046@example.com,Jamie,Lee,2022-04-15,India,Other,1964,Bronze
C01047,jordan.chen1047@example.com,Jordan,Chen,2023-03-26,United States,F,1965,Silver
C01048,morgan.nguyen1048@example.com,Morgan,Nguyen,2025-07-13,Canada,M,1968,Bronze
C01049,sam.johnson1049@example.com,Sam,Johnson,2022-07-29,United Kingdom,Other,1963,Bronze
C01050,chris.singh1050@example.com,Chris,Singh,2024-02-10,United Kingdom,F,1974,Silver
C01051,blake.lopez1051@example.com,Blake,Lopez,2023-03-30,Brazil,Other,1981,Gold
C01052,riley.khan1052@example.com,Riley,Khan,2023-09-21,France,M,1956,Bronze
C01053,avery.smith1053@example.com,Avery,Smith,2023-01-22,United States,F,1970,Bronze
C01054,cameron.singh1054@example.com,Cameron,Singh,2022-10-23,Germany,F,1956,Bronze
C01055,sam.lee1055@example.com,Sam,Lee,2025-01-09,United States,Other,1995,Gold
C01056,alex.smith1056@example.com,Alex,Smith,2022-09-25,Brazil,M,1989,Bronze
C01057,sam.wilson1057@example.com,Sam,Wilson,2022-08-23,Canada,F,1955,Bronze
C01058,chris.brown1058@example.com,Chris,Brown,2025-08-27,United States,Other,1999,Bronze
C01059,jordan.johnson1059@example.com,Jordan,Johnson,2024-09-12,India,M,1991,Bronze
C01060,robin.martin1060@example.com,Robin,Martin,2025-05-21,Brazil,F,2003,Bronze
C01061,jamie.chen1061@example.com,Jamie,Chen,2025-02-24,India,F,1985,Bronze
C01062,jordan.singh1062@example.com,Jordan,Singh,2024-07-09,India,F,1977,Bronze
C01063,robin.singh1063@example.com,Robin,Singh,2025-08-10,Australia,Other,1982,Bronze
C01064,robin.nguyen1064@example.com,Robin,Nguyen,2022-10-04,India,F,1997,Gold
C01065,casey.brown1065@example.com,Casey,Brown,2023-02-24,Brazil,F,1989,Bronze
C01066,morgan.wilson1066@example.com,Morgan,Wilson,2023-01-10,United States,Other,1963,Bronze
C01067,avery.kumar1067@example.com,Avery,Kumar,2024-11-19,Brazil,F,1998,Bronze
C01068,casey.smith1068@example.com,Casey,Smith,2022-07-14,Australia,F,1982,Bronze
C01069,chris.smith1069@example.com,Chris,Smith,2025-04-10,Brazil,Other,1969,Silver
C01070,taylor.kumar1070@example.com,Taylor,Kumar,2024-11-30,United States,F,1977,Bronze
C01071,blake.khan1071@example.com,Blake,Khan,2022-12-26,India,Other,1965,Bronze
C01072,cameron.nguyen1072@example.com,Cameron,Nguyen,2023-07-14,India,F,1986,Bronze
C01073,sam.garcia1073@example.com,Sam,Garcia,2025-02-15,Canada,Other,1990,Bronze
C01074,drew.singh1074@example.com,Drew,Singh,2023-11-10,Australia,Other,1988,Bronze
C01075,casey.kumar1075@example.com,Casey,Kumar,2023-03-16,United Kingdom,M,1982,Bronze
C01076,jordan.johnson1076@example.com,Jordan,Johnson,2024-07-21,United Kingdom,Other,1961,Silver
C01077,jamie.wilson1077@example.com,Jamie,Wilson,2025-05-04,Germany,F,1991,Bronze
C01078,alex.johnson1078@example.com,Alex,Johnson,2024-04-12,United States,M,1955,Bronze
C01079,sam.wilson1079@example.com,Sam,Wilson,2023-07-13,United Kingdom,Other,1974,Silver
C01080,alex.brown1080@example.com,Alex,Brown,2025-05-10,United States,M,1972,Bronze
C01081,pat.garcia1081@example.com,Pat,Garcia,2024-10-03,United Kingdom,F,1985,Silver
C01082,jamie.singh1082@example.com,Jamie,Singh,2022-05-06,Brazil,M,1965,Bronze
C01083,alex.wilson1083@example.com,Alex,Wilson,2024-03-27,Brazil,F,2003,Bronze
C01084,jordan.brown1084@example.com,Jordan,Brown,2023-07-30,France,F,1959,Bronze
C01085,avery.smith1085@example.com,Avery,Smith,2024-07-18,United States,M,2002,Silver
C01086,morgan.kumar1086@example.com,Morgan,Kumar,2025-05-12,France,M,1992,Bronze
C01087,taylor.lopez1087@example.com,Taylor,Lopez,2024-04-12,Germany,Other,1985,Bronze
C01088,taylor.lopez1088@example.com,Taylor,Lopez,2024-04-16,India,F,1984,Gold
C01089,jordan.nguyen1089@example.com,Jordan,Nguyen,2023-03-19,Germany,Other,1957,Silver
C01090,casey.lee1090@example.com,Casey,Lee,2022-03-16,United Kingdom,M,1999,Silver
C01091,pat.smith1091@example.com,Pat,Smith,2025-03-24,Brazil,M,2000,Bronze
C01092,taylor.nguyen1092@example.com,Taylor,Nguyen,2022-12-29,India,F,1981,Bronze
C01093,riley.lee1093@example.com,Riley,Lee,2025-06-11,India,M,2004,Bronze
C01094,riley.kumar1094@example.com,Riley,Kumar,2022-09-19,Germany,M,1969,Silver
C01095,pat.kumar1095@example.com,Pat,Kumar,2022-09-02,United States,M,1984,Bronze
C01096,robin.patel1096@example.com,Robin,Patel,2023-04-30,United Kingdom,Other,1991,Gold
C01097,alex.smith1097@example.com,Alex,Smith,2022-06-19,United Kingdom,Other,1991,Bronze
C01098,drew.lee1098@example.com,Drew,Lee,2024-11-24,United States,Other,1977,Bronze
C01099,drew.nguyen1099@example.com,Drew,Nguyen,2023-10-08,Germany,F,1958,Silver
C01100,cameron.brown1100@example.com,Cameron,Brown,2024-02-25,United States,Other,1963,Bronze
C01101,jordan.wilson1101@example.com,Jordan,Wilson,2023-01-04,France,F,1983,Bronze
C01102,casey.wilson1102@example.com,Casey,Wilson,2022-03-18,India,Other,2001,Bronze
C01103,jordan.khan1103@example.com,Jordan,Khan,2023-09-30,United Kingdom,F,1971,Silver
C01104,avery.chen1104@example.com,Avery,Chen,2022-04-19,Canada,M,1986,Gold
C01105,sam.khan1105@example.com,Sam,Khan,2024-10-04,United States,F,1976,Bronze
C01106,casey.martin1106@example.com,Casey,Martin,2022-03-09,India,Other,1959,Silver
C01107,morgan.singh1107@example.com,Morgan,Singh,2025-04-03,United States,F,1995,Bronze
C01108,drew.patel1108@example.com,Drew,Patel,2022-11-01,United States,Other,1967,Silver
C01109,casey.chen1109@example.com,Casey,Chen,2023-11-05,India,F,1999,Bronze
C01110,drew.khan1110@example.com,Drew,Khan,2024-03-31,United States,F,1977,Bronze
C01111,robin.martin1111@example.com,Robin,Martin,2024-08-04,United States,M,1957,Bronze
C01112,alex.chen1112@example.com,Alex,Chen,2025-02-06,France,M,2003,Bronze
C01113,taylor.lee1113@example.com,Taylor,Lee,2022-12-07,India,Other,2000,Bronze
C01114,robin.chen1114@example.com,Robin,Chen,2023-01-18,India,Other,1998,Bronze
C01115,cameron.patel1115@example.com,Cameron,Patel,2022-10-27,United Kingdom,Other,1965,Bronze
C01116,cameron.lee1116@example.com,Cameron,Lee,2022-12-25,United States,Other,1958,Gold
C01117,jamie.chen1117@example.com,Jamie,Chen,2025-07-27,United States,M,1989,Silver
C01118,pat.khan1118@example.com,Pat,Khan,2024-06-27,Germany,F,2001,Gold
C01119,drew.singh1119@example.com,Drew,Singh,2024-05-15,United States,Other,1965,Silver
C01120,alex.singh1120@example.com,Alex,Singh,2024-09-22,United States,M,1971,Bronze
C01121,casey.lee1121@example.com,Casey,Lee,2025-01-27,United States,F,1972,Bronze
C01122,taylor.brown1122@example.com,Taylor,Brown,2022-04-14,India,Other,1976,Bronze
C01123,jordan.khan1123@example.com,Jordan,Khan,2024-02-01,Germany,M,1973,Bronze
C01124,drew.nguyen1124@example.com,Drew,Nguyen,2022-06-14,Canada,Other,1993,Silver
C01125,robin.garcia1125@example.com,Robin,Garcia,2023-06-04,France,M,1982,Bronze
C01126,casey.garcia1126@example.com,Casey,Garcia,2023-06-01,India,Other,1971,Silver
C01127,riley.lopez1127@example.com,Riley,Lopez,2023-09-05,France,Other,1990,Gold
C01128,pat.chen1128@example.com,Pat,Chen,2022-03-05,India,F,1981,Silver
C01129,avery.singh1129@example.com,Avery,Singh,2025-02-14,United Kingdom,Other,1988,Bronze
C01130,taylor.garcia1130@example.com,Taylor,Garcia,2022-09-24,Brazil,F,1999,Gold
C01131,pat.lopez1131@example.com,Pat,Lopez,2025-03-09,India,Other,1975,Bronze
C01132,alex.wilson1132@example.com,Alex,Wilson,2023-01-30,Canada,F,1993,Bronze
C01133,alex.wilson1133@example.com,Alex,Wilson,2023-04-21,France,F,1959,Bronze
C01134,alex.kumar1134@example.com,Alex,Kumar,2024-09-03,Brazil,F,1974,Silver
C01135,blake.khan1135@example.com,Blake,Khan,2023-07-12,India,Other,1966,Bronze
C01136,jordan.lee1136@example.com,Jordan,Lee,2024-06-01,United States,M,1973,Bronze
C01137,chris.martin1137@example.com,Chris,Martin,2023-10-28,France,F,2002,Bronze
C01138,drew.wilson1138@example.com,Drew,Wilson,2023-09-12,United States,M,1998,Bronze
C01139,cameron.lee1139@example.com,Cameron,Lee,2024-03-30,Germany,M,1986,Silver
C01140,jamie.chen1140@example.com,Jamie,Chen,2023-08-05,France,M,1990,Silver
C01141,riley.nguyen1141@example.com,Riley,Nguyen,2025-01-30,United Kingdom,Other,1965,Silver
C01142,morgan.lee1142@example.com,Morgan,Lee,2025-05-24,Brazil,F,1977,Gold
C01143,pat.chen1143@example.com,Pat,Chen,2023-02-03,India,M,1981,Gold
C01144,avery.kumar1144@example.com,Avery,Kumar,2023-12-16,United States,Other,2004,Silver
C01145,blake.smith1145@example.com,Blake,Smith,2024-08-31,Australia,M,1981,Silver
C01146,chris.khan1146@example.com,Chris,Khan,2022-03-23,United States,M,1982,Bronze
C01147,pat.khan1147@example.com,Pat,Khan,2024-02-11,Germany,Other,1961,Bronze
C01148,cameron.garcia1148@example.com,Cameron,Garcia,2022-12-31,France,Other,1989,Silver
C01149,casey.lee1149@example.com,Casey,Lee,2024-12-07,United States,F,1963,Bronze
C01150,jordan.johnson1150@example.com,Jordan,Johnson,2022-04-26,United Kingdom,Other,1999,Bronze
C01151,alex.khan1151@example.com,Alex,Khan,2022-12-03,India,Other,2003,Bronze
C01152,morgan.kumar1152@example.com,Morgan,Kumar,2024-01-07,Germany,F,1986,Silver
C01153,casey.brown1153@example.com,Casey,Brown,2024-04-19,India,M,1973,Silver
C01154,casey.patel1154@example.com,Casey,Patel,2025-09-08,France,M,1959,Bronze
C01155,sam.wilson1155@example.com,Sam,Wilson,2024-11-02,Brazil,Other,2001,Bronze
C01156,sam.lee1156@example.com,Sam,Lee,2022-10-14,Australia,F,1970,Bronze
C01157,taylor.martin1157@example.com,Taylor,Martin,2025-02-11,United Kingdom,F,1986,Silver
C01158,jordan.martin1158@example.com,Jordan,Martin,2022-01-22,Canada,F,1983,Platinum
C01159,riley.johnson1159@example.com,Riley,Johnson,2023-11-14,India,M,1957,Gold
C01160,taylor.nguyen1160@example.com,Taylor,Nguyen,2024-06-24,India,M,1996,Silver
C01161,sam.singh1161@example.com,Sam,Singh,2022-11-16,United States,M,1975,Gold
C01162,avery.chen1162@example.com,Avery,Chen,2025-05-12,Brazil,Other,1956,Bronze
C01163,drew.lee1163@example.com,Drew,Lee,2023-11-27,United Kingdom,F,1984,Bronze
C01164,taylor.singh1164@example.com,Taylor,Singh,2022-02-26,India,Other,1984,Bronze
C01165,drew.wilson1165@example.com,Drew,Wilson,2025-08-19,India,M,1989,Silver
C01166,cameron.singh1166@example.com,Cameron,Singh,2022-01-19,Australia,Other,2004,Bronze
C01167,casey.smith1167@example.com,Casey,Smith,2022-09-21,United Kingdom,M,1980,Bronze
C01168,drew.singh1168@example.com,Drew,Singh,2022-04-23,Canada,Other,1994,Bronze
C01169,alex.lee1169@example.com,Alex,Lee,2023-06-26,India,Other,1961,Bronze
C01170,pat.chen1170@example.com,Pat,Chen,2023-08-02,United States,Other,1955,Bronze
C01171,morgan.brown1171@example.com,Morgan,Brown,2025-08-08,France,Other,1979,Bronze
C01172,sam.martin1172@example.com,Sam,Martin,2022-01-01,India,M,1969,Bronze
C01173,jordan.brown1173@example.com,Jordan,Brown,2022-05-21,India,Other,1994,Bronze
C01174,alex.smith1174@example.com,Alex,Smith,2023-10-10,United States,F,1959,Bronze
C01175,jamie.garcia1175@example.com,Jamie,Garcia,2022-07-07,Germany,Other,1963,Bronze
C01176,pat.martin1176@example.com,Pat,Martin,2025-02-24,Canada,Other,1955,Bronze
C01177,chris.kumar1177@example.com,Chris,Kumar,2023-07-01,United States,F,1956,Bronze
C01178,blake.chen1178@example.com,Blake,Chen,2023-12-04,France,F,1994,Gold
C01179,taylor.johnson1179@example.com,Taylor,Johnson,2025-07-12,United Kingdom,M,1988,Bronze
C01180,sam.singh1180@example.com,Sam,Singh,2024-07-30,India,Other,1968,Gold
C01181,avery.nguyen1181@example.com,Avery,Nguyen,2025-07-07,Australia,Other,1984,Bronze
C01182,jordan.garcia1182@example.com,Jordan,Garcia,2025-01-03,France,F,1989,Gold
C01183,jamie.khan1183@example.com,Jamie,Khan,2024-06-28,United States,Other,1967,Silver
C01184,casey.nguyen1184@example.com,Casey,Nguyen,2025-08-06,Brazil,F,1999,Gold
C01185,cameron.singh1185@example.com,Cameron,Singh,2022-03-24,France,F,1992,Gold
C01186,blake.kumar1186@example.com,Blake,Kumar,2024-12-25,United States,M,1994,Gold
C01187,pat.lee1187@example.com,Pat,Lee,2023-01-10,Canada,M,1988,Gold
C01188,jordan.martin1188@example.com,Jordan,Martin,2025-04-26,Brazil,M,1956,Bronze
C01189,drew.martin1189@example.com,Drew,Martin,2023-03-26,France,F,1980,Bronze
C01190,chris.lopez1190@example.com,Chris,Lopez,2024-11-02,Germany,Other,2001,Silver
C01191,blake.singh1191@example.com,Blake,Singh,2023-05-23,United Kingdom,M,1988,Silver
C01192,jordan.johnson1192@example.com,Jordan,Johnson,2022-10-22,United States,Other,1957,Platinum
C01193,chris.patel1193@example.com,Chris,Patel,2024-06-22,Canada,M,1977,Bronze
C01194,taylor.nguyen1194@example.com,Taylor,Nguyen,2024-08-31,United States,F,1981,Bronze
C01195,jordan.khan1195@example.com,Jordan,Khan,2024-01-03,Brazil,Other,1993,Bronze
C01196,pat.johnson1196@example.com,Pat,Johnson,2022-11-17,Brazil,M,1971,Bronze
C01197,jordan.brown1197@example.com,Jordan,Brown,2025-06-10,United States,M,1984,Bronze
C01198,blake.wilson1198@example.com,Blake,Wilson,2023-03-13,France,Other,1967,Bronze
C01199,taylor.kumar1199@example.com,Taylor,Kumar,2024-12-12,United States,F,1973,Bronze
C01200,avery.patel1200@example.com,Avery,Patel,2025-08-29,India,F,1979,Bronze
C01201,blake.brown1201@example.com,Blake,Brown,2023-12-27,India,Other,1985,Silver
C01202,cameron.chen1202@example.com,Cameron,Chen,2022-12-03,India,Other,1977,Bronze
C01203,cameron.patel1203@example.com,Cameron,Patel,2023-06-28,Canada,Other,1964,Bronze
C01204,drew.smith1204@example.com,Drew,Smith,2024-10-30,India,M,1990,Bronze
C01205,blake.brown1205@example.com,Blake,Brown,2023-10-22,India,Other,1986,Bronze
C01206,alex.khan1206@example.com,Alex,Khan,2024-11-03,India,M,2004,Silver
C01207,taylor.wilson1207@example.com,Taylor,Wilson,2023-02-16,India,F,2000,Gold
C01208,jamie.johnson1208@example.com,Jamie,Johnson,2024-10-08,India,M,1978,Silver
C01209,cameron.khan1209@example.com,Cameron,Khan,2024-04-26,France,Other,1976,Bronze
C01210,jamie.lee1210@example.com,Jamie,Lee,2024-11-19,Germany,Other,1958,Bronze
C01211,blake.singh1211@example.com,Blake,Singh,2025-05-13,India,F,1977,Bronze
C01212,jamie.smith1212@example.com,Jamie,Smith,2024-02-15,United States,Other,1972,Bronze
C01213,blake.brown1213@example.com,Blake,Brown,2024-11-01,France,F,1985,Bronze
C01214,cameron.nguyen1214@example.com,Cameron,Nguyen,2025-08-06,France,Other,1972,Silver
C01215,cameron.lee1215@example.com,Cameron,Lee,2022-12-20,United States,Other,1965,Silver
C01216,pat.lee1216@example.com,Pat,Lee,2024-05-22,India,Other,1966,Bronze
C01217,riley.johnson1217@example.com,Riley,Johnson,2024-09-17,India,M,2003,Bronze
C01218,blake.martin1218@example.com,Blake,Martin,2024-10-14,Canada,M,1983,Silver
C01219,jordan.chen1219@example.com,Jordan,Chen,2025-03-23,United States,M,1972,Silver
C01220,morgan.wilson1220@example.com,Morgan,Wilson,2025-01-24,United Kingdom,F,1976,Silver
